,close,returns,vol,vol_lag_1,vol_lag_2,vol_lag_3,vol_lag_5,vol_lag_10,vol_lag_20,return_lag_1,return_lag_2,return_lag_3,return_lag_5,vol_roll_mean_5,vol_roll_std_5,vol_roll_mean_10,vol_roll_std_10,vol_roll_mean_20,vol_roll_std_20,vol_roll_mean_60,vol_roll_std_60,rsi_14,volume_zscore,day_of_week,month,quarter,week_of_month,target
2020-05-29,1714.31103515625,-0.0159406471542156,0.3725183782896662,0.3747828659346061,0.3754629392298008,0.3620219958407453,0.4066319965062543,0.4721251937624396,0.585489584978011,-0.00049880065826,0.0320638234832999,-0.0382853930872172,0.0192465463304014,0.3743140631304118,0.020405431066407964,0.41087392292633373,0.04454582133406401,0.47990482269697254,0.08949991552086005,0.5332222461880473,0.1641849963059881,64.7119632544372,4.6632483031564576,4,5,2,5,0.3382979818147833
2020-06-01,1777.674072265625,0.0369612257110623,0.3382979818147833,0.3725183782896662,0.3747828659346061,0.3754629392298008,0.3526705181406527,0.4698858946376378,0.6136638783419652,-0.0159406471542156,-0.00049880065826,0.0320638234832999,0.0146393100112329,0.3674913394870942,0.009893866089908547,0.4009132413790564,0.04025784898130192,0.46925626236255535,0.08894419668627433,0.5359293519718804,0.16005396122696866,59.55692242827319,0.15708475839775912,0,6,2,1,0.2984748713414983
2020-06-02,1779.3250732421875,0.000928742226891,0.2984748713414983,0.3382979818147833,0.3725183782896662,0.3747828659346061,0.3620219958407453,0.4444725896535796,0.6273066317413967,0.0369612257110623,-0.0159406471542156,-0.00049880065826,-0.0382853930872172,0.3646168322219203,0.015675105833237765,0.38775445009677095,0.036542449583520174,0.45548796753619625,0.08669836555304772,0.5381159480614649,0.15633855922988726,62.38038277511962,-0.9722353754275792,1,6,2,1,0.2984011877103867
2020-06-03,1783.6839599609375,0.0024497416376016,0.2984011877103867,0.2984748713414983,0.3382979818147833,0.3725183782896662,0.3754629392298008,0.4444297983434603,0.6220009902673924,0.000928742226891,0.0369612257110623,-0.0159406471542156,0.0320638234832999,0.351907407322071,0.03370168459576786,0.3731546782655628,0.04033266948045534,0.4390463795162013,0.08352133918215449,0.5385902172904441,0.1555526607553633,61.30861338182339,0.2915352843391051,2,6,2,1,0.2974911908999418
2020-06-04,1823.2601318359373,0.0221878834834994,0.2974911908999418,0.2984011877103867,0.2984748713414983,0.3382979818147833,0.3747828659346061,0.4062554372141606,0.5734736463040606,0.0024497416376016,0.000928742226891,0.0369612257110623,-0.00049880065826,0.3364950570181881,0.037628326838301564,0.3585518172022554,0.0380292637941104,0.422866389388351,0.07732818191559561,0.5393232313435768,0.15428936058433235,61.73972090276373,0.5851088416499742,3,6,2,1,0.308950870793052
2020-06-05,1785.514404296875,-0.0207023270459242,0.308950870793052,0.2974911908999418,0.2984011877103867,0.2984748713414983,0.3725183782896662,0.4066319965062543,0.5579803790142035,0.0221878834834994,0.0024497416376016,0.000928742226891,-0.0159406471542156,0.32103672201125527,0.03363074700782492,0.3476753925708336,0.03842138110921925,0.4090672666181451,0.07357108464637838,0.5399563829891527,0.15319567710719503,72.46167674398549,0.10940166551172957,4,6,2,1,0.3096851558540229
2020-06-08,1806.0,0.0114732178322538,0.3096851558540229,0.308950870793052,0.2974911908999418,0.2984011877103867,0.3382979818147833,0.3526705181406527,0.5009304528324466,-0.0207023270459242,0.0221878834834994,0.0024497416376016,0.0369612257110623,0.30832322051193245,0.017404380496379112,0.3379072799995133,0.033920446053668875,0.3966157912070875,0.06789650727243836,0.5405458387992413,0.15221829840446574,67.2101205606091,-0.48790999919305744,0,6,2,2,0.3031694369138505
2020-06-09,1806.261474609375,0.0001447810683139,0.3031694369138505,0.3096851558540229,0.308950870793052,0.2974911908999418,0.2984748713414983,0.3620219958407453,0.4779385596933126,0.0114732178322538,-0.0207023270459242,0.0221878834834994,0.000928742226891,0.30260065531978037,0.0061497892783402815,0.3336087437708503,0.034559338500129703,0.38705352635816637,0.06586885968513716,0.5411209250333026,0.15126091417149579,65.0377099825728,-0.5507632073442871,1,6,2,2,0.3070143465103965
2020-06-10,1838.2537841796875,0.0177118927796604,0.3070143465103965,0.3031694369138505,0.3096851558540229,0.308950870793052,0.2984011877103867,0.3754629392298008,0.4657050133341783,0.0001447810683139,0.0114732178322538,-0.0207023270459242,0.0024497416376016,0.3035395684342508,0.0057046748933580445,0.32772348787816086,0.034192278266723955,0.3783150702191932,0.06476055724212557,0.5416088813901409,0.15042917930000677,64.81774333834113,1.597204098504467,2,6,2,2,0.3182022040644876
2020-06-11,1802.42578125,-0.0194902375493684,0.3182022040644876,0.3070143465103965,0.3031694369138505,0.3096851558540229,0.2974911908999418,0.3747828659346061,0.4648680881691472,0.0177118927796604,0.0001447810683139,0.0114732178322538,0.0221878834834994,0.30526220019425276,0.005025114124770875,0.3208786286062204,0.03019068909803795,0.3703805368780041,0.06319240476047025,0.5406565077514569,0.151746793018857,67.20856849182312,-1.2205941734279442,3,6,2,2,0.3080630166591238
2020-06-12,1777.88671875,-0.0136144648813123,0.3080630166591238,0.3182022040644876,0.3070143465103965,0.3031694369138505,0.308950870793052,0.3725183782896662,0.4721251937624396,-0.0194902375493684,0.0177118927796604,0.0001447810683139,-0.0207023270459242,0.3094044028271619,0.0055288558788622235,0.3152205624192086,0.02353403844679272,0.3630472426727711,0.06008391384555557,0.5399620695562064,0.15268062043844408,58.73449436912901,-0.6680289403474908,4,6,2,2,0.3079659421072799
2020-06-15,1769.5181884765625,-0.0047070098365554,0.3079659421072799,0.3080630166591238,0.3182022040644876,0.3070143465103965,0.3096851558540229,0.3382979818147833,0.4698858946376378,-0.0136144648813123,-0.0194902375493684,0.0177118927796604,0.0114732178322538,0.30922683200037626,0.005561226435556523,0.30877502625615433,0.012190160349079701,0.3548441338176054,0.0554270042277554,0.5371055000170905,0.15541075538020432,52.66646967992832,-1.1196691174866256,0,6,2,3,0.2951971905983601
2020-06-16,1783.378662109375,0.0078329082589116,0.2951971905983601,0.3079659421072799,0.3080630166591238,0.3182022040644876,0.3031694369138505,0.2984748713414983,0.4444725896535796,-0.0047070098365554,-0.0136144648813123,-0.0194902375493684,0.0001447810683139,0.30888298925102764,0.005578924655711524,0.305741822285404,0.006450206999157998,0.34674813619108746,0.04921647014101856,0.5341136192210038,0.15808722736924055,61.499548529904864,-1.2806095419097365,1,6,2,3,0.2952379496676128
2020-06-17,1785.122314453125,0.0009777241260067,0.2952379496676128,0.2951971905983601,0.3079659421072799,0.3080630166591238,0.3070143465103965,0.2984011877103867,0.4444297983434603,0.0078329082589116,-0.0047070098365554,-0.0136144648813123,0.0177118927796604,0.3072885399879296,0.008161535753844807,0.3054140542110902,0.00692622147491982,0.3392843662383265,0.04473090988196477,0.5304392985728283,0.16105757840081777,56.506647334681084,-0.6854472184962263,2,6,2,3,0.2964491131250509
2020-06-18,1776.666259765625,-0.0047369609460573,0.2964491131250509,0.2952379496676128,0.2951971905983601,0.3079659421072799,0.3182022040644876,0.2974911908999418,0.4062554372141606,0.0009777241260067,0.0078329082589116,-0.0047070098365554,-0.0194902375493684,0.3049332606193728,0.009796013269825554,0.3050977304068128,0.007341851832007219,0.33182477380453407,0.03824288458969952,0.526762413660059,0.16388962586314312,56.90775721181256,-1.3032793091214212,3,6,2,3,0.2897738065758497
2020-06-19,1782.33251953125,0.0031892651388407,0.2897738065758497,0.2964491131250509,0.2952379496676128,0.2951971905983601,0.3080630166591238,0.308950870793052,0.4066319965062543,-0.0047369609460573,0.0009777241260067,0.0078329082589116,-0.0136144648813123,0.30058264243148547,0.0068030142106691605,0.3049935226293237,0.007468122178940436,0.3263344576000786,0.03471423830853642,0.5231840988510517,0.16655842893951417,60.66886164611765,1.848806263350323,4,6,2,3,0.2874828516336611
2020-06-22,1767.8182373046875,-0.008143419966539,0.2874828516336611,0.2897738065758497,0.2964491131250509,0.2952379496676128,0.3079659421072799,0.3096851558540229,0.3526705181406527,0.0031892651388407,-0.0047369609460573,0.0009777241260067,-0.0047070098365554,0.29692480041483066,0.006691410581424533,0.30307581620760343,0.008699673129086635,0.3204915481035584,0.030002353510079266,0.5195552013662131,0.16925586811792986,50.99313171942273,-0.26795799828559036,0,6,2,4,0.2483349047969461
2020-06-23,1774.2255859375,0.0036244385862775,0.2483349047969461,0.2874828516336611,0.2897738065758497,0.2964491131250509,0.2951971905983601,0.3031694369138505,0.3620219958407453,-0.008143419966539,0.0031892651388407,-0.0047369609460573,0.0078329082589116,0.29282818232010693,0.0039506989925897585,0.3008555857855673,0.009610883618468397,0.31723216477820887,0.029863108241911105,0.5135736288159302,0.17103039610071813,47.674414014699956,0.5168635968843056,1,6,2,4,0.2227292750438564
2020-06-24,1780.240234375,0.0033900133586011,0.2227292750438564,0.2483349047969461,0.2874828516336611,0.2897738065758497,0.2952379496676128,0.3070143465103965,0.3754629392298008,0.0036244385862775,-0.008143419966539,0.0031892651388407,0.0009777241260067,0.2834557251598241,0.019982848073686173,0.29537213257387684,0.019101213424417566,0.31154781022601885,0.03165501970363186,0.5063325183461523,0.172930860258348,48.10411592534793,-0.7251980777113545,2,6,2,4,0.2281372152516915
2020-06-25,1757.4884033203125,-0.0127802027026285,0.2281372152516915,0.2227292750438564,0.2483349047969461,0.2874828516336611,0.2964491131250509,0.3182022040644876,0.3747828659346061,0.0033900133586011,0.0036244385862775,-0.008143419966539,-0.0047369609460573,0.2689539902350728,0.03199467228594674,0.28694362542722285,0.02927788977318605,0.3039111270167216,0.033776334789052474,0.4985269788273697,0.1750084852889977,40.03631291076086,-0.31539898250751874,3,6,2,4,0.281430201167455
2020-06-26,1847.05810546875,0.0509646049323677,0.281430201167455,0.2281372152516915,0.2227292750438564,0.2483349047969461,0.2897738065758497,0.3080630166591238,0.3725183782896662,-0.0127802027026285,0.0033900133586011,0.0036244385862775,0.0031892651388407,0.25529161066040096,0.031903606684187936,0.2779371265459432,0.03229151657507194,0.2965788444825759,0.0334975333165547,0.49072384586037326,0.1764712192902281,43.02452410452292,2.1605946003976846,4,6,2,4,0.2554474343487216
2020-06-29,1832.0645751953125,-0.008117519545836,0.2554474343487216,0.281430201167455,0.2281372152516915,0.2227292750438564,0.2874828516336611,0.3079659421072799,0.3382979818147833,0.0509646049323677,-0.0127802027026285,0.0033900133586011,-0.008143419966539,0.25362288957872203,0.029797824610780354,0.2752738449967763,0.03058391010094105,0.29202443562646535,0.028439618239404607,0.4836614958353016,0.17622245843818476,57.604095452029824,-0.26474198144072114,0,6,2,5,0.2583713252915044
2020-06-30,1815.066162109375,-0.009278282717805,0.2583713252915044,0.2554474343487216,0.281430201167455,0.2281372152516915,0.2483349047969461,0.2951971905983601,0.2984748713414983,-0.008117519545836,0.0509646049323677,-0.0127802027026285,0.0036244385862775,0.24721580612173413,0.023469233835337954,0.2700219942209205,0.028803691880548356,0.2878819082531623,0.027358103881008383,0.4760674216401522,0.17607316537342713,54.5315393457728,-0.24069170099429796,1,6,2,5,0.2586581699304699
2020-07-01,1823.696044921875,0.0047545830519317,0.2586581699304699,0.2583713252915044,0.2554474343487216,0.281430201167455,0.2227292750438564,0.2952379496676128,0.2984011877103867,-0.009278282717805,-0.008117519545836,0.0509646049323677,0.0033900133586011,0.24922309022064576,0.024011804524569896,0.26633940769023495,0.02755440503570757,0.28587673095066257,0.02800291341118649,0.46877505586351653,0.1758742082674663,45.70140743587063,-0.7546493076109623,2,7,3,1,0.2699485175032524
2020-07-02,1880.4451904296875,0.0311176556344638,0.2699485175032524,0.2586581699304699,0.2583713252915044,0.2554474343487216,0.2281372152516915,0.2964491131250509,0.2974911908999418,0.0047545830519317,-0.009278282717805,-0.008117519545836,-0.0127802027026285,0.2564088691979685,0.018941940337903734,0.26268142971652064,0.025654271440722447,0.2838895800616667,0.028473545159031582,0.4613420965996636,0.1751598015195199,54.385374133223806,0.360511230989905,3,7,3,1,0.2635380376895283
2020-07-03,1917.493408203125,0.0197018333541387,0.2635380376895283,0.2699485175032524,0.2586581699304699,0.2583713252915044,0.281430201167455,0.2897738065758497,0.308950870793052,0.0311176556344638,0.0047545830519317,-0.009278282717805,0.0509646049323677,0.26477112964828065,0.010834978948263864,0.2600313701543408,0.023011110248164726,0.28251244639183226,0.02844711822377827,0.45364199731761523,0.1732060279699414,68.66574510883403,0.7361808665489189,4,7,3,1,0.2772474661323326
2020-07-06,1972.8922119140625,0.0288912616199559,0.2772474661323326,0.2635380376895283,0.2699485175032524,0.2586581699304699,0.2554474343487216,0.2874828516336611,0.3096851558540229,0.0197018333541387,0.0311176556344638,0.0047545830519317,-0.008117519545836,0.2611926969526953,0.005691155953558251,0.2574077932657087,0.020614055047973423,0.28024180473665605,0.028035178840514877,0.4459067033570621,0.17111227817318098,74.3858834567635,1.541924206163832,0,7,3,1,0.27683101803075
2020-07-07,1978.7327880859373,0.0029604132129492,0.27683101803075,0.2772474661323326,0.2635380376895283,0.2699485175032524,0.2583713252915044,0.2483349047969461,0.3031694369138505,0.0288912616199559,0.0197018333541387,0.0311176556344638,-0.009278282717805,0.2655527033094175,0.008050719194898229,0.2563842547155758,0.019157477686186874,0.27861992025057153,0.027167026020048834,0.43753778500346324,0.16674972373251545,77.47036818020477,1.723577406187793,1,7,3,1,0.2883089833236783
2020-07-08,1934.2744140625,-0.0224681039760011,0.2883089833236783,0.27683101803075,0.2772474661323326,0.2635380376895283,0.2586581699304699,0.2227292750438564,0.3070143465103965,0.0029604132129492,0.0288912616199559,0.0197018333541387,0.0047545830519317,0.26924464185726665,0.008165972993651802,0.2592338660389562,0.019930868885228627,0.27730299930641655,0.026545625608508167,0.4290292079878123,0.16154131175519473,77.734815035017,-0.5965365977374452,2,7,3,2,0.2785958699114609
2020-07-09,1921.59130859375,-0.0065570352254786,0.2785958699114609,0.2883089833236783,0.27683101803075,0.2772474661323326,0.2699485175032524,0.2281372152516915,0.3182022040644876,-0.0224681039760011,0.0029604132129492,0.0288912616199559,0.0311176556344638,0.2751748045359083,0.00925032486520777,0.2657918368669384,0.017184823014236742,0.27636773114708063,0.02576166832300927,0.42099540481659464,0.1561767069292996,70.4664110966263,-0.024014450280532982,3,7,3,2,0.2716459950026461
2020-07-10,1937.2821044921875,0.0081655218923322,0.2716459950026461,0.2785958699114609,0.2883089833236783,0.27683101803075,0.2635380376895283,0.281430201167455,0.3080630166591238,-0.0065570352254786,-0.0224681039760011,0.0029604132129492,0.0197018333541387,0.27690427501755,0.008827631503824708,0.2708377023329154,0.011300582229278698,0.27438741443942927,0.02382614213723866,0.41280417276523174,0.15033733737654545,67.75997917638365,4.789531136129862,4,7,3,2,0.2703219234988662
2020-07-13,1935.2335205078125,-0.0010574525927972,0.2703219234988662,0.2716459950026461,0.2785958699114609,0.2883089833236783,0.2772474661323326,0.2554474343487216,0.3079659421072799,0.0081655218923322,-0.0065570352254786,-0.0224681039760011,0.0288912616199559,0.2785258664801736,0.006073584730559581,0.2698592817164345,0.010688559121992024,0.2725665633566054,0.022470067992409935,0.40576365382641855,0.14679136613134494,71.54743811340249,-0.49235851370948563,0,7,3,2,0.2855012972680598
2020-07-14,1893.34716796875,-0.0216440817581907,0.2855012972680598,0.2703219234988662,0.2716459950026461,0.2785958699114609,0.27683101803075,0.2583713252915044,0.2951971905983601,-0.0010574525927972,0.0081655218923322,-0.0065570352254786,0.0029604132129492,0.2771407579534803,0.007134974960620663,0.27134673063144893,0.00941980959385119,0.2706843624261847,0.020868313856929166,0.3987546128862643,0.14293705169447588,70.70172701558137,-0.5058227464953675,1,7,3,2,0.299140779274469
2020-07-15,1947.3499755859373,0.0285224012430449,0.299140779274469,0.2855012972680598,0.2703219234988662,0.2716459950026461,0.2883089833236783,0.2586581699304699,0.2952379496676128,-0.0216440817581907,-0.0010574525927972,0.0081655218923322,-0.0224681039760011,0.27887481380094226,0.008037403205560994,0.2740597278291044,0.009171104320086837,0.2701995677596697,0.020375690155738983,0.3922066706357808,0.13885083325747197,63.314614330096326,0.907301498715991,2,7,3,3,0.2972530891916188
2020-07-16,1952.46142578125,0.002624823611264,0.2972530891916188,0.299140779274469,0.2855012972680598,0.2703219234988662,0.2785958699114609,0.2699485175032524,0.2964491131250509,0.0285224012430449,-0.0216440817581907,-0.0010574525927972,-0.0065570352254786,0.2810411729911004,0.011796605893662755,0.2781079887635044,0.010461301066414049,0.2703947092400125,0.020645016970535432,0.3860115929252902,0.13442990964937993,70.81823287569287,2.492926140393231,3,7,3,3,0.30570997092404
2020-07-17,1922.75634765625,-0.0152141690139224,0.30570997092404,0.2972530891916188,0.299140779274469,0.2855012972680598,0.2716459950026461,0.2635380376895283,0.2897738065758497,0.002624823611264,0.0285224012430449,-0.0216440817581907,0.0081655218923322,0.284772616847132,0.013636971767307413,0.280838445932341,0.011596710815603447,0.2704349080433409,0.020699130520138158,0.37939891415041044,0.12865679528568563,64.18465161634562,0.04617812961159924,4,7,3,3,0.3023778960014573
2020-07-20,1929.0025634765625,0.0032485737612706,0.3023778960014573,0.30570997092404,0.2972530891916188,0.299140779274469,0.2703219234988662,0.2772474661323326,0.2874828516336611,-0.0152141690139224,0.002624823611264,0.0285224012430449,-0.0010574525927972,0.29158541203141075,0.013945086047676329,0.2850556392557922,0.012255587163220854,0.2712317162607504,0.021762189662933796,0.3729058190998351,0.12210799387442559,61.73998703610708,-0.7143664720856653,0,7,3,3,0.3025686855121692
2020-07-21,1943.98681640625,0.0077678761103781,0.3025686855121692,0.3023778960014573,0.30570997092404,0.2972530891916188,0.2855012972680598,0.27683101803075,0.2483349047969461,0.0032485737612706,-0.0152141690139224,0.002624823611264,-0.0216440817581907,0.29799660653192894,0.007692307692771351,0.28756868224270465,0.013028745616835384,0.27197646847914025,0.02258685816526755,0.3672891556346557,0.11729908722363731,65.17131645325189,-0.8505989840208898,1,7,3,3,0.3108636597382691
2020-07-22,1914.1942138671875,-0.0153255167615481,0.3108636597382691,0.3025686855121692,0.3023778960014573,0.30570997092404,0.299140779274469,0.2883089833236783,0.2227292750438564,0.0077678761103781,0.0032485737612706,-0.0152141690139224,0.0285224012430449,0.3014100841807509,0.0032862742911946145,0.29014244899084657,0.013212762448778732,0.2746881575149014,0.022853137680350057,0.36245658630361677,0.11378263373383686,65.75089525872517,-0.6997699255949396,2,7,3,4,0.3084755954314331
2020-07-23,1896.9393310546875,-0.0090141756189099,0.3084755954314331,0.3108636597382691,0.3025686855121692,0.3023778960014573,0.2972530891916188,0.2785958699114609,0.2281372152516915,-0.0153255167615481,0.0077678761103781,0.0032485737612706,0.002624823611264,0.3037546602735109,0.004998338615434931,0.29239791663230563,0.01470574135582746,0.279094876749622,0.02070292394821192,0.35780116218620106,0.10995701220037021,54.754760229187184,-1.009561228621444,3,7,3,4,0.2552445730824589
2020-07-24,1884.8824462890625,-0.0063559675147446,0.2552445730824589,0.3084755954314331,0.3108636597382691,0.3025686855121692,0.30570997092404,0.2716459950026461,0.281430201167455,-0.0090141756189099,-0.0153255167615481,0.0077678761103781,-0.0152141690139224,0.3059991615214737,0.003700048264214643,0.29538588918430286,0.014625111287664323,0.2831117957586091,0.017899486523847017,0.35319848764605255,0.10601007209319915,46.93317829745396,-0.28560206940733707,4,7,3,4,0.2639264020787215
2020-07-27,1928.0419921875,0.0228977387865272,0.2639264020787215,0.2552445730824589,0.3084755954314331,0.3108636597382691,0.3023778960014573,0.2703219234988662,0.2554474343487216,-0.0063559675147446,-0.0090141756189099,-0.0153255167615481,0.0032485737612706,0.29590608195315754,0.02302908361822274,0.2937457469922841,0.01809200848785203,0.2818025143543593,0.01895550291150458,0.34769440411445995,0.10225160949994233,34.91753949811597,0.06816842652464974,0,7,3,4,0.3021914923772645
2020-07-28,2017.9874267578125,0.0466511802827815,0.3021914923772645,0.2639264020787215,0.2552445730824589,0.3084755954314331,0.3025686855121692,0.2855012972680598,0.2583713252915044,0.0228977387865272,-0.0063559675147446,-0.0090141756189099,0.0077678761103781,0.28821578316861035,0.026488048436974214,0.2931061948502697,0.01909716236838532,0.2822264627408593,0.01842235659139879,0.3418654461767393,0.09664778084383277,42.29812625494702,1.9983543640747068,1,7,3,4,0.310497907755813
2020-07-29,1988.544189453125,-0.0145903968053915,0.310497907755813,0.3021914923772645,0.2639264020787215,0.2552445730824589,0.3108636597382691,0.299140779274469,0.2586581699304699,0.0466511802827815,0.0228977387865272,-0.0063559675147446,-0.0153255167615481,0.2881403445416294,0.026437440436182964,0.29477521436119014,0.01908800204130577,0.2844174710951473,0.018037688174188778,0.33644686052067035,0.08920007096438337,61.17460837859761,0.7835518991267427,2,7,3,5,0.2942136368884598
2020-07-30,1991.5589599609373,0.0015160691544107,0.2942136368884598,0.310497907755813,0.3021914923772645,0.2639264020787215,0.3084755954314331,0.2972530891916188,0.2699485175032524,-0.0145903968053915,0.0466511802827815,0.0228977387865272,-0.0090141756189099,0.2880671941451382,0.026359238663676975,0.29591092720932455,0.01970451976125481,0.2870094579864145,0.017865116491355748,0.3312551424788107,0.08098518988937041,58.554570523058494,1.1837830551005768,3,7,3,5,0.2875866739878798
2020-07-31,1993.218505859375,0.0008332898657792,0.2875866739878798,0.2942136368884598,0.310497907755813,0.3021914923772645,0.2552445730824589,0.30570997092404,0.2635380376895283,0.0015160691544107,-0.0145903968053915,0.0466511802827815,-0.0063559675147446,0.28521480243654357,0.024289056562333353,0.2956069819790087,0.019704958371523872,0.28822271395567484,0.01746495748678396,0.3266008089885507,0.07460176285352596,57.167114024290754,-0.02139791350127031,4,7,3,5,0.2732917642960581
2020-08-03,1969.410888671875,-0.0119443087235613,0.2732917642960581,0.2875866739878798,0.2942136368884598,0.310497907755813,0.2639264020787215,0.3023778960014573,0.2772474661323326,0.0008332898657792,0.0015160691544107,-0.0145903968053915,0.0228977387865272,0.2916832226176277,0.01773444320860712,0.2937946522853926,0.01950492252762224,0.2894251457705924,0.016475858765852235,0.322094247238112,0.06828740480018725,57.664637556470694,-0.3622487078330031,0,8,3,1,0.2731562619168618
2020-08-04,1965.5230712890625,-0.0019741016997394,0.2731562619168618,0.2732917642960581,0.2875866739878798,0.2942136368884598,0.3021914923772645,0.3025686855121692,0.27683101803075,-0.0119443087235613,0.0008332898657792,0.0015160691544107,0.0466511802827815,0.293556295061095,0.014215348699116125,0.2908860391148527,0.020237682296845135,0.28922736067877863,0.01665253616997435,0.3183002690958388,0.06439584249497515,60.55899926456384,-0.8340923089942981,1,8,3,1,0.2604472650709661
2020-08-05,1974.0848388671875,0.0043559740932015,0.2604472650709661,0.2731562619168618,0.2732917642960581,0.2875866739878798,0.310497907755813,0.3108636597382691,0.2883089833236783,-0.0019741016997394,-0.0119443087235613,0.0008332898657792,-0.0145903968053915,0.2877492489690145,0.01566277715292482,0.287944796755322,0.020486922032259797,0.28904362287308427,0.016815982325246264,0.3148872307995647,0.06113576376299558,52.9304890224276,-0.3653173671359797,2,8,3,1,0.2683724894066744
2020-08-06,2016.5465087890625,0.0215095466445309,0.2683724894066744,0.2604472650709661,0.2731562619168618,0.2732917642960581,0.2942136368884598,0.3084755954314331,0.2785958699114609,0.0043559740932015,-0.0019741016997394,-0.0119443087235613,0.0015160691544107,0.27773912043204513,0.013305767866855566,0.28290315728859167,0.0204235279692024,0.2876505369604486,0.017992931633775196,0.3114662683285111,0.058227031163438615,53.44849403489317,0.043958891430460015,3,8,3,1,0.2689710660149647
2020-08-07,2005.40673828125,-0.0055241822885115,0.2689710660149647,0.2683724894066744,0.2604472650709661,0.2731562619168618,0.2875866739878798,0.2552445730824589,0.2716459950026461,0.0215095466445309,0.0043559740932015,-0.0019741016997394,0.0008332898657792,0.27257089093568804,0.009886163787893896,0.2788928466861158,0.018709620987968693,0.28713936793520933,0.018404227822985526,0.3081913416824699,0.05488266206228,64.37281483656989,-0.7241688196033244,4,8,3,1,0.2700598511823774
2020-08-10,1994.4415283203125,-0.0054678234353272,0.2700598511823774,0.2689710660149647,0.2683724894066744,0.2604472650709661,0.2732917642960581,0.2639264020787215,0.2703219234988662,-0.0055241822885115,0.0215095466445309,0.0043559740932015,-0.0119443087235613,0.268847769341105,0.0052230681719026865,0.28026549597936634,0.01722662178803284,0.2870056214858253,0.01853202244342701,0.3048054395533453,0.05070525518170717,61.5354985342486,-0.8006734258411756,0,8,3,2,0.2560796851916432
2020-08-11,1991.9083251953125,-0.0012701315576463,0.2560796851916432,0.2700598511823774,0.2689710660149647,0.2683724894066744,0.2731562619168618,0.3021914923772645,0.2855012972680598,-0.0054678234353272,-0.0055241822885115,0.0215095466445309,-0.0019741016997394,0.2682013867183689,0.004710434249323189,0.280878840889732,0.016680779892801628,0.2869925178700008,0.018544528459036334,0.3014750054957577,0.04602514844601252,57.71123264424618,-0.8836392815595454,1,8,3,2,0.2404552894177381
2020-08-12,1972.2060546875,-0.0098911532516842,0.2404552894177381,0.2560796851916432,0.2700598511823774,0.2689710660149647,0.2604472650709661,0.310497907755813,0.299140779274469,-0.0012701315576463,-0.0054678234353272,-0.0055241822885115,0.0043559740932015,0.26478607137332516,0.006180932947555495,0.2762676601711699,0.016507152975488045,0.28552143726617996,0.019793923977414866,0.2983351237547254,0.04238672594999756,62.95704417696839,-0.5257456193288952,2,8,3,2,0.2404496330265414
2020-08-13,1969.6727294921875,-0.0012845134458904,0.2404496330265414,0.2404552894177381,0.2560796851916432,0.2700598511823774,0.2683724894066744,0.2942136368884598,0.2972530891916188,-0.0098911532516842,-0.0012701315576463,-0.0054678234353272,0.0215095466445309,0.26078767624267957,0.012708674407130126,0.26926339833736235,0.0151752507030926,0.28258716277334345,0.021905852343756273,0.2949355486059633,0.03846954161169358,62.44741615958598,-0.8629193625549398,3,8,3,2,0.2343847232194784
2020-08-14,1958.9271240234373,-0.005455528376798,0.2343847232194784,0.2404496330265414,0.2404552894177381,0.2560796851916432,0.2689710660149647,0.2875866739878798,0.30570997092404,-0.0012845134458904,-0.0098911532516842,-0.0012701315576463,-0.0055241822885115,0.25520310496665294,0.014544853472873596,0.26388699795117054,0.014874497047031565,0.2797469899650896,0.023526705268542107,0.2921721185361697,0.03622735106096361,64.47846412828058,-1.1002550050280726,4,8,3,2,0.234690259788996
2020-08-17,1968.7557373046875,0.0050173450358188,0.234690259788996,0.2343847232194784,0.2404496330265414,0.2404552894177381,0.2700598511823774,0.2732917642960581,0.3023778960014573,-0.005455528376798,-0.0012845134458904,-0.0098911532516842,-0.0054678234353272,0.2482858364075557,0.014584377735605699,0.25856680287433037,0.01497004703904979,0.2761807275798615,0.024757673633466332,0.2893013306480568,0.033742964347743584,55.93029649724564,-0.7798661387034187,0,8,3,3,0.234504874938031
2020-08-18,1983.0404052734373,0.0072556832206651,0.234504874938031,0.234690259788996,0.2343847232194784,0.2404496330265414,0.2560796851916432,0.2731562619168618,0.3025686855121692,0.0050173450358188,-0.005455528376798,-0.0012845134458904,-0.0012701315576463,0.24121191812887943,0.0088225092922781,0.25470665242362417,0.015709791642213488,0.2727963457692384,0.025600156404207007,0.28733499300886245,0.033423679074500126,36.34610566799155,-0.22424583533201434,1,8,3,3,0.2280021254946301
2020-08-19,1971.551513671875,-0.0057935741354591,0.2280021254946301,0.234504874938031,0.234690259788996,0.2343847232194784,0.2404552894177381,0.2604472650709661,0.3108636597382691,0.0072556832206651,0.0050173450358188,-0.005455528376798,-0.0098911532516842,0.236896956078157,0.003247542312455474,0.25084151372574104,0.015418274628078203,0.26939315524053153,0.025955632752056076,0.2852097076604839,0.032639079146480246,48.333457774794404,-0.6635843828224027,2,8,3,3,0.2249470067268976
