,close,returns,vol,vol_lag_1,vol_lag_2,vol_lag_3,vol_lag_5,vol_lag_10,vol_lag_20,return_lag_1,return_lag_2,return_lag_3,return_lag_5,vol_roll_mean_5,vol_roll_std_5,vol_roll_mean_10,vol_roll_std_10,vol_roll_mean_20,vol_roll_std_20,vol_roll_mean_60,vol_roll_std_60,rsi_14,volume_zscore,day_of_week,month,quarter,week_of_month,target
2022-09-15,2784.319091796875,-0.0051433537237912,0.2290825871317228,0.2303717852808874,0.2019560037046499,0.2022838971530297,0.2058510985945955,0.2126493286205338,0.1844237841785712,-0.0337375409723724,-0.0041937257370685,0.0078628316768611,0.0063658481210515,0.21115160038254524,0.012019521056597005,0.2090740280563542,0.009025428549640297,0.19571771535148055,0.016784447692239243,0.24517631697968148,0.04366182836671778,37.456958427596796,0.05975202624049288,3,9,3,3,0.2474946914109158
2022-09-16,2698.529541015625,-0.0308116806848762,0.2474946914109158,0.2290825871317228,0.2303717852808874,0.2019560037046499,0.2152952171795638,0.212776952076801,0.1885673740745129,-0.0051433537237912,-0.0337375409723724,-0.0041937257370685,0.015143675557443,0.2157978980899707,0.01381448605979354,0.2107173539074731,0.011023609552837472,0.19795065549913812,0.018120324959108224,0.2441089974142371,0.04325071810756573,38.98617419295038,3.4409458910526114,4,9,3,3,0.2502248636260163
2022-09-19,2716.557373046875,0.0066806131847885,0.2502248636260163,0.2474946914109158,0.2290825871317228,0.2303717852808874,0.2022838971530297,0.2037381215345241,0.1647980942074533,-0.0308116806848762,-0.0051433537237912,-0.0337375409723724,0.0078628316768611,0.22223779293624107,0.019751157503820293,0.21418912784088456,0.016060573446717085,0.20089702136595827,0.0210657135294103,0.24296294880822897,0.04220492534822707,32.456842351061326,-0.1977334677444176,0,9,3,3,0.2518758092914531
2022-09-20,2726.871826171875,0.0037968839632609,0.2518758092914531,0.2502248636260163,0.2474946914109158,0.2290825871317228,0.2019560037046499,0.2017502362432994,0.170765694044118,0.0066806131847885,-0.0308116806848762,-0.0051433537237912,-0.0041937257370685,0.23182598623083842,0.01927358170240621,0.21883780205003375,0.01913323802725585,0.20516835983688644,0.022000883088656456,0.24218992880560525,0.04162654501075771,40.37479582900244,-0.691278160444566,1,9,3,3,0.246658055115777
2022-09-21,2691.802734375,-0.0128605574564562,0.246658055115777,0.2518758092914531,0.2502248636260163,0.2474946914109158,0.2303717852808874,0.2040676401756573,0.1898088747893389,0.0037968839632609,0.0066806131847885,-0.0308116806848762,-0.0337375409723724,0.24180994734819908,0.011149730459069954,0.22385035935484915,0.020663964572314054,0.20922386559925318,0.022787159539927403,0.24131945546401026,0.040848699828580755,31.8956600396089,-0.07202303440014457,2,9,3,3,0.24706584367906
2022-09-22,2697.363525390625,0.0020658241202493,0.24706584367906,0.246658055115777,0.2518758092914531,0.2502248636260163,0.2290825871317228,0.2058510985945955,0.1933507024668026,-0.0128605574564562,0.0037968839632609,0.0066806131847885,-0.0051433537237912,0.24506720131517698,0.009177282245586872,0.2281094008488611,0.02052217107297414,0.2120663246155751,0.02376266794506892,0.24038339781988946,0.0400511930078738,34.878256184969345,-0.2971198564227473,3,9,3,4,0.2460778410912057
2022-09-23,2674.626708984375,-0.0084292740641835,0.2460778410912057,0.24706584367906,0.246658055115777,0.2518758092914531,0.2474946914109158,0.2152952171795638,0.1884115186329519,0.0020658241202493,-0.0128605574564562,0.0037968839632609,-0.0308116806848762,0.24866385262464444,0.0022747096054234637,0.23223087535730755,0.01967650808629512,0.21475208167618795,0.024558254451053894,0.2399052339175311,0.039792155786704315,35.90734867126368,0.2470529865816934,4,9,3,4,0.2470613692526306
2022-09-26,2685.703857421875,0.0041415680178062,0.2470613692526306,0.2460778410912057,0.24706584367906,0.246658055115777,0.2502248636260163,0.2022838971530297,0.1700390658065048,-0.0084292740641835,0.0020658241202493,-0.0128605574564562,0.0066806131847885,0.24838048256070241,0.0025306244238191664,0.23530913774847173,0.019133013013765052,0.21763539779910063,0.024687794849587785,0.2394121108779515,0.039523916396971476,33.50408170288716,0.4584395550696201,0,9,3,4,0.232508106740667
2022-09-27,2706.377685546875,0.0076977318507653,0.232508106740667,0.2470613692526306,0.2460778410912057,0.24706584367906,0.2518758092914531,0.2019560037046499,0.1776899350224343,0.0041415680178062,-0.0084292740641835,0.0020658241202493,0.0037968839632609,0.24774778368602526,0.0023427024444577526,0.23978688495843184,0.015425793374307818,0.22148651297140692,0.02280825369027448,0.23891365108700888,0.0392297329363175,35.72890719123143,-0.22858770787933078,1,9,3,4,0.2122684158897277
2022-09-28,2722.701171875,0.0060314886629826,0.2122684158897277,0.232508106740667,0.2470613692526306,0.2460778410912057,0.246658055115777,0.2303717852808874,0.1957589832433811,0.0076977318507653,0.0041415680178062,-0.0084292740641835,-0.0128605574564562,0.2438742431758681,0.006366682742090502,0.24284209526203354,0.00862849186613002,0.22422742155731856,0.020438863887529378,0.23835183331617418,0.03907315068584371,35.79798362750468,0.24619880011870277,2,9,3,4,0.1995794116651594
2022-09-29,2688.304931640625,-0.0126331308737374,0.1995794116651594,0.2122684158897277,0.232508106740667,0.2470613692526306,0.24706584367906,0.2290825871317228,0.2126493286205338,0.0060314886629826,0.0076977318507653,0.0041415680178062,0.0020658241202493,0.23699631533065818,0.015139252366437213,0.24103175832291762,0.012545587484398508,0.2250528931896359,0.01954230734566186,0.2373587941603662,0.038964336972226433,35.541652397687756,0.057376284440778844,3,9,3,5,0.2001522160453339
2022-09-30,2694.8076171875,0.0024188794471713,0.2001522160453339,0.1995794116651594,0.2122684158897277,0.232508106740667,0.2460778410912057,0.2474946914109158,0.212776952076801,-0.0126331308737374,0.0060314886629826,0.0076977318507653,-0.0084292740641835,0.22749902892787807,0.02100252891041015,0.23808144077626126,0.01796600649057881,0.22439939734186715,0.020186814954256952,0.23596336250910407,0.03878981156019746,25.719004318045208,0.41398656463614025,4,9,3,5,0.2004606171594542
2022-10-03,2677.228271484375,-0.0065234139873302,0.2004606171594542,0.2001522160453339,0.1995794116651594,0.2122684158897277,0.2470613692526306,0.2502248636260163,0.2037381215345241,0.0024188794471713,-0.0126331308737374,0.0060314886629826,0.0041415680178062,0.21831390391870373,0.02088820354166617,0.23334719323970304,0.021163076616230563,0.22376816054029383,0.0207586606286897,0.23469343787574148,0.03869242049774322,22.64176758412843,-0.6158394659721163,0,10,4,1,0.2415000988459398
2022-10-04,2772.479736328125,0.0355783874906334,0.2415000988459398,0.2004606171594542,0.2001522160453339,0.1995794116651594,0.232508106740667,0.2518758092914531,0.2017502362432994,-0.0065234139873302,0.0024188794471713,-0.0126331308737374,0.0076977318507653,0.20899375350006846,0.014170967280367642,0.22837076859304686,0.022558332810625588,0.2236042853215403,0.02093727454863789,0.23341062800232298,0.0385270991127444,22.334210477663632,-0.2353275749700705,1,10,4,1,0.2402899582196856
2022-10-06,2782.166015625,0.0034937241091268,0.2402899582196856,0.2415000988459398,0.2004606171594542,0.2001522160453339,0.2122684158897277,0.246658055115777,0.2040676401756573,0.0355783874906334,-0.0065234139873302,0.0024188794471713,0.0060314886629826,0.21079215192112297,0.017964073519542784,0.2273331975484955,0.021574244548858125,0.22559177845167233,0.02063808174826742,0.23279995833621472,0.038094046740509556,46.66823764328702,-0.5790416617729561,3,10,4,1,0.2419803458829901
2022-10-07,2748.936279296875,-0.011943836615609,0.2419803458829901,0.2402899582196856,0.2415000988459398,0.2004606171594542,0.1995794116651594,0.24706584367906,0.2058510985945955,0.0034937241091268,0.0355783874906334,-0.0065234139873302,-0.0126331308737374,0.2163964603871146,0.02237035764060761,0.2266963878588864,0.021027507148633235,0.22740289435387373,0.020235226047218873,0.23228867849363866,0.03777765890053108,49.72324717457301,-0.4723336942081591,4,10,4,1,0.2442771101890293
2022-10-10,2797.05517578125,0.0175045514320479,0.2442771101890293,0.2419803458829901,0.2402899582196856,0.2415000988459398,0.2001522160453339,0.2460778410912057,0.2152952171795638,-0.011943836615609,0.0034937241091268,0.0355783874906334,0.0024188794471713,0.22487664723068074,0.022438169648588132,0.2261878380792794,0.02053588438065745,0.2292093567182935,0.019818358259069347,0.23164527168494636,0.03726645202318729,57.491433323609186,0.589674598037225,0,10,4,2,0.2466785542773786
2022-10-11,2753.106201171875,-0.0157125876492942,0.2466785542773786,0.2442771101890293,0.2419803458829901,0.2402899582196856,0.2004606171594542,0.2470613692526306,0.2022838971530297,0.0175045514320479,-0.011943836615609,0.0034937241091268,-0.0065234139873302,0.2337016260594198,0.018638435004287204,0.22600776498906178,0.020349141964246472,0.23065845136876675,0.019806983838831116,0.23101757310020682,0.036718115350940814,60.98135774649013,2.1816637396238345,1,10,4,2,0.2507028760944708
2022-10-12,2781.090087890625,0.0101644777476577,0.2507028760944708,0.2466785542773786,0.2442771101890293,0.2419803458829901,0.2415000988459398,0.232508106740667,0.2019560037046499,-0.0157125876492942,0.0175045514320479,-0.011943836615609,0.0355783874906334,0.2429452134830047,0.002538773751014623,0.2259694834915366,0.020305447628965682,0.2328781842249842,0.018927840339235013,0.23036727717601815,0.03607316216946749,53.278028399654914,-0.9268990810244631,2,10,4,2,0.2207360000740308
2022-10-13,2783.377197265625,0.0008223787445644,0.2207360000740308,0.2507028760944708,0.2466785542773786,0.2442771101890293,0.2402899582196856,0.2122684158897277,0.2303717852808874,0.0101644777476577,-0.0157125876492942,0.0175045514320479,0.0034937241091268,0.24478576893271087,0.004090728532218715,0.22778896042691693,0.021722192909523562,0.23531552784447524,0.01784395101983089,0.22988068687439453,0.03558735193210381,61.35770332289242,-0.5526022355270352,3,10,4,2,0.2200138830060064
2022-10-14,2779.6552734375,-0.0013371970682886,0.2200138830060064,0.2207360000740308,0.2507028760944708,0.2466785542773786,0.2419803458829901,0.1995794116651594,0.2290825871317228,0.0008223787445644,0.0101644777476577,-0.0157125876492942,-0.011943836615609,0.24087497730357993,0.011711573891384134,0.22863571884534725,0.02120893399805238,0.23483373858413242,0.018112520812687705,0.22898721902438754,0.03512202773697183,61.03316789886534,-0.28269632260018085,4,10,4,2,0.1883216988032195
2022-10-17,2798.17919921875,0.0066641090203758,0.1883216988032195,0.2200138830060064,0.2207360000740308,0.2507028760944708,0.2442771101890293,0.2001522160453339,0.2474946914109158,-0.0013371970682886,0.0008223787445644,0.0101644777476577,0.0175045514320479,0.23648168472818315,0.014883734153297305,0.23067916597943192,0.018963943086220767,0.2343803033778466,0.0183756777178462,0.22788495944489495,0.034326437347776365,64.16315328905478,-1.048062770932988,0,10,4,3,0.1901449136643863
2022-10-18,2827.80859375,0.0105888123746764,0.1901449136643863,0.1883216988032195,0.2200138830060064,0.2207360000740308,0.2466785542773786,0.2004606171594542,0.2502248636260163,0.0066641090203758,-0.0013371970682886,0.0008223787445644,-0.0157125876492942,0.22529060245102123,0.025092409922574842,0.22949611425522054,0.021304523452596688,0.23142165374746176,0.020761782741355022,0.2266916931655652,0.03443827132621762,64.86873080083474,-0.7444823008835292,1,10,4,3,0.1928530371104242
2022-10-19,2807.26171875,-0.007266006279708,0.1928530371104242,0.1901449136643863,0.1883216988032195,0.2200138830060064,0.2507028760944708,0.2415000988459398,0.2518758092914531,0.0105888123746764,0.0066641090203758,-0.0013371970682886,0.0101644777476577,0.21398387432842275,0.025773438825944017,0.22846454390571372,0.023045269455193303,0.22841765624938032,0.022194960760644665,0.22515290583074915,0.033963043899730885,65.68131846651403,-1.5358457633063023,2,10,4,3,0.1879933161439498
2022-10-20,2839.139404296875,0.0113554376971554,0.1879933161439498,0.1928530371104242,0.1901449136643863,0.1883216988032195,0.2207360000740308,0.2402899582196856,0.246658055115777,-0.007266006279708,0.0105888123746764,0.0066641090203758,0.0008223787445644,0.20241390653161345,0.016477158526283987,0.2235998377321622,0.025036329293523334,0.22546651764032882,0.022826672059263007,0.22396169095142762,0.03381891679018795,60.80213223286897,-0.9448970052288809,3,10,4,3,0.1907151868698892
2022-10-21,2821.24462890625,-0.0063028871930495,0.1907151868698892,0.1879933161439498,0.1928530371104242,0.1901449136643863,0.2200138830060064,0.2419803458829901,0.24706584367906,0.0113554376971554,-0.007266006279708,0.0105888123746764,-0.0013371970682886,0.19586536974559726,0.013636574510886174,0.21837017352458857,0.026577205021780233,0.22253328069173745,0.02371227106107605,0.22269334428694568,0.033715162582057305,69.39303879875898,-1.6136526996156886,4,10,4,3,0.187239170587335
2022-10-24,2843.095703125,0.0077451894794466,0.187239170587335,0.1907151868698892,0.1879933161439498,0.1928530371104242,0.1883216988032195,0.2442771101890293,0.2460778410912057,-0.0063028871930495,0.0113554376971554,-0.007266006279708,0.0066641090203758,0.1900056305183738,0.0019694941910017288,0.2132436576232785,0.02646103390132159,0.21971574785127893,0.023990062416487924,0.22149975345089057,0.033555425214604515,65.79356017634129,-2.3871008962144407,0,10,4,4,0.1874921012486627
2022-10-25,2843.45556640625,0.0001265744522263,0.1874921012486627,0.187239170587335,0.1907151868698892,0.1879933161439498,0.1901449136643863,0.2466785542773786,0.2470613692526306,0.0077451894794466,-0.0063028871930495,0.0113554376971554,0.0105888123746764,0.1897891248751969,0.002241591540326933,0.20753986366310903,0.02514292997288644,0.21677381432608542,0.024193961244873056,0.22017588419794146,0.03330907799190929,70.50013729259013,-0.031858315666204735,1,10,4,4,0.1872244584880458
2022-10-27,2839.229248046875,-0.001486331775079,0.1872244584880458,0.1874921012486627,0.187239170587335,0.1907151868698892,0.1928530371104242,0.2507028760944708,0.232508106740667,0.0001265744522263,0.0077451894794466,-0.0063028871930495,-0.007266006279708,0.18925856239205216,0.0024413715238774942,0.2016212183602375,0.021626307028472454,0.21379535092588703,0.02393441181145235,0.2186099325767594,0.03258024364308349,61.4602690541948,0.4242988300082849,3,10,4,4,0.186755510778509
2022-10-28,2844.48974609375,0.00185279087643,0.186755510778509,0.1872244584880458,0.1874921012486627,0.187239170587335,0.1879933161439498,0.2207360000740308,0.2122684158897277,-0.001486331775079,0.0001265744522263,0.0077451894794466,0.0113554376971554,0.18813284666757651,0.0014766795860998412,0.19527337659959496,0.013352407273194864,0.21153116851325598,0.024211328319882815,0.216852171825454,0.03133705694841704,59.37921597425371,-0.7863999773444454,4,10,4,4,0.1797248014510483
2022-10-31,2871.3759765625,0.0094520398625701,0.1797248014510483,0.186755510778509,0.1872244584880458,0.1874921012486627,0.1907151868698892,0.2200138830060064,0.1995794116651594,0.00185279087643,-0.001486331775079,0.0001265744522263,-0.0063028871930495,0.18788528559448833,0.0016041729457700615,0.19187532767004278,0.010073741986925164,0.21025552325769498,0.024834530531186828,0.21510705213630268,0.0299985903216157,67.2959221100842,-0.08654842782917253,0,10,4,5,0.190046498583236
2022-11-01,2931.220458984375,0.0208417437877705,0.190046498583236,0.1797248014510483,0.186755510778509,0.1872244584880458,0.187239170587335,0.1883216988032195,0.2001522160453339,0.0094520398625701,0.00185279087643,-0.001486331775079,0.0077451894794466,0.18568720851072015,0.0033436854388400315,0.18784641951454698,0.003445745852520364,0.2092627927469895,0.02566664799362604,0.21348324664395377,0.029209643450940646,64.57278974871562,1.141676475363917,1,11,4,1,0.1893232964374034
2022-11-02,2915.0341796875,-0.0055220272658997,0.1893232964374034,0.190046498583236,0.1797248014510483,0.186755510778509,0.1874921012486627,0.1901449136643863,0.2004606171594542,0.0208417437877705,0.0094520398625701,0.00185279087643,0.0001265744522263,0.18624867410990037,0.003864567725160717,0.18801889949254863,0.0035146588960393776,0.20875750687388459,0.025953315012502354,0.21204703868654468,0.028172814394003456,82.8752629368537,-0.6316804578710278,2,11,4,1,0.1565149701419348
2022-11-03,2883.606201171875,-0.0107813413422802,0.1565149701419348,0.1893232964374034,0.190046498583236,0.1797248014510483,0.1872244584880458,0.1928530371104242,0.2415000988459398,-0.0055220272658997,0.0208417437877705,0.0094520398625701,-0.001486331775079,0.1866149131476485,0.004091945474127572,0.18793673776985034,0.00346874063031693,0.20820064083778203,0.026258396956059752,0.2105919668310802,0.027011430504121033,75.84830847135336,-0.5883124013513417,3,11,4,1,0.1564945043119121
2022-11-04,2893.182861328125,0.0033210707316269,0.1564945043119121,0.1565149701419348,0.1893232964374034,0.190046498583236,0.186755510778509,0.1879933161439498,0.2402899582196856,-0.0107813413422802,-0.0055220272658997,0.0208417437877705,0.00185279087643,0.18047301547842629,0.013999969281949728,0.18430293107300139,0.010216552063520772,0.20395138440258181,0.027436046065003522,0.2086051004319503,0.02651904400944324,67.38654266402398,-0.49980319244970445,4,11,4,1,0.1477924921637526
2022-11-07,2907.84033203125,0.0050662095711422,0.1477924921637526,0.1564945043119121,0.1565149701419348,0.1893232964374034,0.1797248014510483,0.1907151868698892,0.2419803458829901,0.0033210707316269,-0.0107813413422802,-0.0055220272658997,0.0094520398625701,0.1744208141851069,0.016854896229841706,0.18115304988979763,0.013332806518224423,0.19976161170719312,0.027987380112845964,0.20664501478327574,0.025935965788532554,69.30137032926255,-0.46789005880526163,0,11,4,1,0.1398679687268592
2022-11-09,2891.968994140625,-0.0054581187680061,0.1398679687268592,0.1477924921637526,0.1564945043119121,0.1565149701419348,0.190046498583236,0.187239170587335,0.2442771101890293,0.0050662095711422,0.0033210707316269,-0.0107813413422802,0.0208417437877705,0.1680343523276478,0.02008326968615099,0.17686078041918396,0.016455766105110122,0.19505221902123124,0.028430317164437467,0.2056642635227414,0.027025942321260377,68.89239579933444,-0.7762118574942501,2,11,4,2,0.125535003120652
2022-11-10,2882.6171875,-0.0032337160804879,0.125535003120652,0.1398679687268592,0.1477924921637526,0.1564945043119121,0.1893232964374034,0.1874921012486627,0.2466785542773786,-0.0054581187680061,0.0050662095711422,0.0033210707316269,-0.0055220272658997,0.15799864635637242,0.01883205044469777,0.1721236602331364,0.019645424123149104,0.18983176194812273,0.02850163788125231,0.2045947956666292,0.028329647748110556,61.60360505152282,-0.2398346376797753,3,11,4,2,0.1679354307285742
2022-11-11,2981.801513671875,0.0344077342638389,0.1679354307285742,0.125535003120652,0.1398679687268592,0.1477924921637526,0.1565149701419348,0.1872244584880458,0.2507028760944708,-0.0032337160804879,-0.0054581187680061,0.0050662095711422,-0.0107813413422802,0.14524098769302213,0.013013931500423445,0.1659279504203353,0.023626562246426158,0.18377458439028638,0.028657001784827083,0.20338576342757608,0.0301048535798946,64.20340967239608,2.847174557498611,4,11,4,2,0.1678109554515388
2022-11-14,2999.3818359375,0.0058958727417024,0.1678109554515388,0.1679354307285742,0.125535003120652,0.1398679687268592,0.1564945043119121,0.186755510778509,0.2207360000740308,0.0344077342638389,-0.0032337160804879,-0.0054581187680061,0.0033210707316269,0.14752507981035004,0.016119082889731896,0.16399904764438816,0.022452943519917883,0.17963621212199157,0.024096528830906266,0.2029566169367345,0.030427292186784603,71.44784634764403,-0.5418543562339767,0,11,4,2,0.1676292651830648
2022-11-15,2996.774169921875,-0.0008694011493904,0.1676292651830648,0.1678109554515388,0.1679354307285742,0.125535003120652,0.1477924921637526,0.1797248014510483,0.2200138830060064,0.0058958727417024,0.0344077342638389,-0.0032337160804879,0.0050662095711422,0.14978837003827536,0.018335437642620078,0.16210459211169112,0.02107657062416718,0.17698995989086697,0.022174905732286598,0.20251380460882668,0.030745890023639328,76.80652423737432,-0.40354141941619653,1,11,4,3,0.1676667998229457
2022-11-16,3017.231689453125,0.0068265135680154,0.1676667998229457,0.1676292651830648,0.1678109554515388,0.1679354307285742,0.1398679687268592,0.190046498583236,0.1883216988032195,-0.0008694011493904,0.0058958727417024,0.0344077342638389,-0.0054581187680061,0.15375572464213777,0.019876918728132055,0.16089503848489278,0.0202852340908941,0.1743707289997199,0.019791225696003254,0.20223389595890154,0.030988859881358036,74.54761004106432,0.17215163547009352,2,11,4,3,0.1668431562777228
2022-11-17,3011.521484375,-0.0018925311894626,0.1668431562777228,0.1676667998229457,0.1676292651830648,0.1678109554515388,0.125535003120652,0.1893232964374034,0.1901449136643863,0.0068265135680154,-0.0008694011493904,0.0058958727417024,-0.0032337160804879,0.1593154908613551,0.018884258250994834,0.15865706860886375,0.017793196368885496,0.17333798405070616,0.019562506488053334,0.20188555305470873,0.031261360380129076,76.08319805343525,-0.3386327198897056,3,11,4,3,0.1633257205537079
2022-11-18,3006.53076171875,-0.0016572097134767,0.1633257205537079,0.1668431562777228,0.1676667998229457,0.1676292651830648,0.1679354307285742,0.1565149701419348,0.1928530371104242,-0.0018925311894626,0.0068265135680154,-0.0008694011493904,0.0344077342638389,0.16757712149276927,0.00042793981249351014,0.15640905459289572,0.014626609560530999,0.17217289618137302,0.019199373415904736,0.20191963742254657,0.031221327667956083,75.745786493284,-0.688424108438535,4,11,4,3,0.1771082390756212
2022-11-21,2952.621826171875,-0.0179306116648734,0.1771082390756212,0.1633257205537079,0.1668431562777228,0.1676667998229457,0.1678109554515388,0.1564945043119121,0.1879933161439498,-0.0016572097134767,-0.0018925311894626,0.0068265135680154,0.0058958727417024,0.166655179457796,0.0018992543793158205,0.157090129634073,0.014789747886509953,0.1706965303535372,0.01865294391650448,0.20179563786437307,0.03136161598046675,74.23347558250597,-0.4770293878622179,0,11,4,3,0.176178801137586
2022-11-22,2980.902587890625,0.0095781862303092,0.176178801137586,0.1771082390756212,0.1633257205537079,0.1668431562777228,0.1676292651830648,0.1477924921637526,0.1907151868698892,-0.0179306116648734,-0.0016572097134767,-0.0018925311894626,-0.0008694011493904,0.16851463618261248,0.005125217299251215,0.15915150311044393,0.016077959768706372,0.17015227650012077,0.01827670502264568,0.2015839606024778,0.03148650590483449,61.24181059148863,-0.6822191854625741,1,11,4,4,0.1759589704480019
2022-11-23,2974.923095703125,-0.0020059334417,0.1759589704480019,0.176178801137586,0.1771082390756212,0.1633257205537079,0.1676667998229457,0.1398679687268592,0.187239170587335,0.0095781862303092,-0.0179306116648734,-0.0016572097134767,0.0068265135680154,0.17022454337351672,0.006091141910611956,0.16199013400782727,0.01635315330659,0.1694254572135056,0.017695734505411446,0.2012977622469908,0.03164027796959535,57.53234312584578,-0.6967373895519415,2,11,4,4,0.1886147325472853
2022-11-24,3039.532470703125,0.0217179983890405,0.1886147325472853,0.1759589704480019,0.176178801137586,0.1771082390756212,0.1668431562777228,0.125535003120652,0.1874921012486627,-0.0020059334417,0.0095781862303092,-0.0179306116648734,-0.0018925311894626,0.17188297749852793,0.006344241920197203,0.16559923417994152,0.014841057022365082,0.16886144720653895,0.01727279217256435,0.20109021977724165,0.03176682494880405,59.36978856718112,-0.6064853069605918,3,11,4,4,0.1877511835317225
2022-11-25,3048.0751953125,0.0028105390193113,0.1877511835317225,0.1886147325472853,0.1759589704480019,0.176178801137586,0.1633257205537079,0.1679354307285742,0.1872244584880458,0.0217179983890405,-0.0020059334417,0.0095781862303092,-0.0016572097134767,0.17623729275244043,0.008954735403539632,0.17190720712260485,0.00752018092380708,0.1689175787714701,0.017338223116570198,0.20139981422292136,0.0315488460579787,72.10048638967093,-0.05576526086821792,4,11,4,4,0.1877775939366506
2022-11-28,3053.111083984375,0.0016521536868969,0.1877775939366506,0.1877511835317225,0.1886147325472853,0.1759589704480019,0.1771082390756212,0.1678109554515388,0.186755510778509,0.0028105390193113,0.0217179983890405,-0.0020059334417,-0.0179306116648734,0.18112238534804337,0.006467021735036082,0.1738887824029197,0.008850412827496709,0.16894391502365394,0.017367868983154015,0.20156750169807616,0.031447263137226476,72.01847439121481,1.0869761344954039,0,11,4,4,0.1867483340306457
2022-11-29,3054.9990234375,0.0006183657918732,0.1867483340306457,0.1877775939366506,0.1877511835317225,0.1886147325472853,0.176178801137586,0.1676292651830648,0.1797248014510483,0.0016521536868969,0.0028105390193113,0.0217179983890405,0.0095781862303092,0.18325625632024925,0.006570785434730733,0.17588544625143088,0.009551385618404067,0.168995019181561,0.01742444875314483,0.20143447854296395,0.03148910280445381,71.23151788320308,-0.07901710914571104,1,11,4,5,0.1753094773782712
2022-11-30,3049.109375,-0.0019278724452334,0.1753094773782712,0.1867483340306457,0.1877775939366506,0.1877511835317225,0.1759589704480019,0.1676667998229457,0.190046498583236,0.0006183657918732,0.0016521536868969,0.0028105390193113,-0.0020059334417,0.18537016289886118,0.0053024078180207435,0.17779735313618897,0.009628341444768434,0.16934619581054086,0.017720345625644594,0.20100279529979917,0.03151028378900837,74.84246780718313,3.137687341424002,2,11,4,5,0.1907086020825664
2022-12-01,3125.408447265625,0.0250233963042487,0.1907086020825664,0.1753094773782712,0.1867483340306457,0.1877775939366506,0.1886147325472853,0.1668431562777228,0.1893232964374034,-0.0019278724452334,0.0006183657918732,0.0016521536868969,0.0217179983890405,0.18524026428491508,0.005590719904940736,0.1785616208917215,0.009018899872097657,0.16860934475029263,0.017110171698096862,0.200378337388157,0.0316439674922461,75.64057059924953,0.8763699061084659,3,12,4,1,0.1904319318249792
2022-12-02,3092.5869140625,-0.0105015180437744,0.1904319318249792,0.1907086020825664,0.1753094773782712,0.1867483340306457,0.1877511835317225,0.1633257205537079,0.1565149701419348,0.0250233963042487,-0.0019278724452334,0.0006183657918732,0.0028105390193113,0.1856590381919713,0.0059720896784820204,0.18094816547220588,0.008726306224546954,0.16867861003255077,0.017201002054324004,0.2001611787306244,0.03166522077546752,73.7932937030577,1.1622758646945675,4,12,4,1,0.1922511752638444
2022-12-05,3080.672119140625,-0.0038526952525397,0.1922511752638444,0.1904319318249792,0.1907086020825664,0.1753094773782712,0.1877775939366506,0.1771082390756212,0.1564945043119121,-0.0105015180437744,0.0250233963042487,-0.0019278724452334,0.0016521536868969,0.18619518785062264,0.00631723000488213,0.18365878659933302,0.006593366812362825,0.170374458116703,0.01760584505350154,0.19997254032365236,0.03168929784414585,64.70012013677109,-0.3611394823695484,0,12,4,1,0.1993224784628487
2022-12-06,3044.208984375,-0.0118360972396492,0.1993224784628487,0.1922511752638444,0.1904319318249792,0.1907086020825664,0.1867483340306457,0.176178801137586,0.1477924921637526,-0.0038526952525397,-0.0105015180437744,0.0250233963042487,0.0006183657918732,0.18708990411606138,0.006888359171241965,0.18517308021815532,0.006660338594686682,0.1721622916642996,0.01793461880296379,0.19977559924178884,0.03170013280238707,62.85482574990162,-0.8281558680774869,1,12,4,1,0.1977240675710505
2022-12-07,3039.937255859375,-0.0014032310322814,0.1977240675710505,0.1993224784628487,0.1922511752638444,0.1904319318249792,0.1753094773782712,0.1759589704480019,0.1398679687268592,-0.0118360972396492,-0.0038526952525397,-0.0105015180437744,-0.0019278724452334,0.18960473300250197,0.008770623576379663,0.18748744795068156,0.0071878479723073135,0.17473879097925443,0.01795078377614566,0.19966678890625972,0.03169012839033443,53.940198302525815,-0.7928742380907327,2,12,4,1,0.2009192468006027
2022-12-08,3012.91552734375,-0.0088889099482371,0.2009192468006027,0.1977240675710505,0.1993224784628487,0.1922511752638444,0.1907086020825664,0.1886147325472853,0.125535003120652,-0.0014032310322814,-0.0118360972396492,-0.0038526952525397,0.0250233963042487,0.19408765104105785,0.004146740932529898,0.18966395766298644,0.006578560030734229,0.177631595921464,0.016650216392067024,0.1993739364127845,0.03162437663277194,54.167809560777734,-0.6172777528493647,3,12,4,2,0.1731456019545782
2022-12-09,2960.939453125,-0.0172510891019148,0.1731456019545782,0.2009192468006027,0.1977240675710505,0.1993224784628487,0.1904319318249792,0.1877511835317225,0.1679354307285742,-0.0088889099482371,-0.0014032310322814,-0.0118360972396492,-0.0105015180437744,0.19612977998466508,0.0045602389491241945,0.19089440908831817,0.007453094971059369,0.18140080810546153,0.012164410783328371,0.19935119224024406,0.03162273900864269,50.87962178146955,0.16710678166305604,4,12,4,2,0.1716549280267081
